"LOCATION","Country","HP","Provider","HF","Financing Agent","HC","Function","ICD","Diagnostic Category","AGE","Age Group","GEN","Gender","UNI","Unit","YR","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.55162165730874,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.440254116053921,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0.125831592701308,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.10061088210697,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0880939195487699,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0729512604689553,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0.437075002070355,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.43534371139535,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.445790706978339,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.314574223788103,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0.231649751097288,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.251102686777523,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.214815150577537,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.213610877677064,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0.580619634329251,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.55251081460853,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.446579019457523,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.332849488217697,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.000424518489902828,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.000149797249422906,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0717723161294478,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0925450307988164,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0315324991673449,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0247165461547795,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0.621796700313774,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.682837991008698,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.497622252484662,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.319517533019059,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2003","2003",0.132272697994976,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2005","2005",0.136907212993662,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2007","2007",0.155888792758562,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","35_39","35 to 39","T","Total","PARCUR","% current expenditure on health","2011","2011",0.103360102101805,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.139403921712966,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.132237509604731,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.152144308482439,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.102161724106422,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.213476632590152,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.232211613976847,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.283201258146717,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.261096605744125,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0156426842846232,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0163439618612589,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0163574839430602,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0229189791617046,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.108348592618493,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.109950288884832,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.123765059231829,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.129724418000237,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.992160254699706,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",1.08570603792648,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",1.24750449830808,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",1.29364904601622,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.361852093819299,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.383127937137302,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.388835130357322,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.326857598240781,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.261094803868344,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.259168538085676,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.31433960107447,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.271732210453152,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.188632369314574,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.2027075789286,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.198851822874069,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.185149400286712,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.950523109765636,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.839060795292939,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.641489279935674,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.570877317550695,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.126751750600403,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.11716710321318,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0938091850228512,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0871819991641314,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.529550870929451,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.542959148585717,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.564431735095474,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.469015187943119,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.214626829964022,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.21162246721656,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.216391775535905,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.209566351942646,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0.136873487490453,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.122261325092014,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2007","2007",0.12948032470591,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0924249028939331,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2003","2003",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","40_44","40 to 44","T","Total","PARCUR","% current expenditure on health","2005","2005",0.000212259244951414,,
