random_ID,surf_ID,age_category,sex,ethnicity,highest_qualification,weekly_hours,weekly_income
3176,1,55,F,european/pakeha,vocational/trade,43,750
3177,1,35,F,european/pakeha,vocational/trade,50,820
3178,1,35,M,european/pakeha,bachelor or higher,40,1350
3179,1,55,F,european/pakeha,no qual,40,440
3180,1,30,M,european/pakeha,school,45,580
3181,1,35,M,maori,vocational/trade,40,1060
3182,1,50,M,other,post-school,48,620
3183,1,45,F,maori,no qual,29,460
3184,1,35,M,european/pakeha,post-school,45,960
3185,1,40,M,european/pakeha,post-school,45,830
3186,1,50,F,european/pakeha,vocational/trade,50,740
3187,1,40,M,european/pakeha,no qual,40,590
3188,1,60,M,european/pakeha,no qual,58,770
3189,1,35,F,european/pakeha,school,18,1350
3190,1,35,M,european/pakeha,vocational/trade,40,800
3191,1,55,F,pacific,no qual,20,350
3192,1,50,M,pacific,school,41,410
3193,1,35,M,other,bachelor or higher,48,660
3194,1,25,F,european/pakeha,post-school,20,610
3195,1,40,F,european/pakeha,no qual,87,520
3196,1,60,M,european/pakeha,school,40,890
3197,1,40,M,other,vocational/trade,40,1200
3198,1,50,M,other,vocational/trade,36,560
3199,1,25,M,european/pakeha,school,40,530
3200,1,55,F,european/pakeha,bachelor or higher,159,2190
3201,1,45,M,european/pakeha,no qual,80,1270
3202,1,30,F,european/pakeha,school,26,300
3203,1,50,M,other,vocational/trade,42,1320
3204,1,35,M,european/pakeha,vocational/trade,56,1130
3205,1,55,M,european/pakeha,bachelor or higher,51,1710
3206,1,55,M,european/pakeha,school,59,840
3207,1,45,F,european/pakeha,no qual,35,520
3208,1,40,F,other,vocational/trade,24,360
3209,1,30,F,maori,bachelor or higher,57,640
3210,1,50,F,european/pakeha,bachelor or higher,53,1030
3211,1,50,M,european/pakeha,school,45,1580
3212,1,45,M,european/pakeha,no qual,40,480
3213,1,45,M,european/pakeha,vocational/trade,24,960
3214,1,45,M,other,bachelor or higher,34,940
3215,1,45,M,european/pakeha,school,45,470
3216,1,35,F,european/pakeha,school,34,770
3217,1,30,F,european/pakeha,school,40,560
3218,1,55,F,european/pakeha,vocational/trade,32,590
3219,1,25,M,european/pakeha,school,105,3240
3220,1,25,M,other,bachelor or higher,40,640
3221,1,45,F,european/pakeha,vocational/trade,25,230
3222,1,45,M,european/pakeha,bachelor or higher,45,2450
3223,1,45,F,european/pakeha,vocational/trade,28,360
3224,1,50,M,european/pakeha,bachelor or higher,55,590
3225,1,50,M,european/pakeha,school,42,940
3226,1,35,F,maori,post-school,13,110
3227,1,50,M,european/pakeha,vocational/trade,17,210
3228,1,25,M,pacific,school,47,540
3229,1,45,M,european/pakeha,no qual,34,780
3230,1,55,F,european/pakeha,vocational/trade,38,430
3231,1,60,M,european/pakeha,vocational/trade,40,600
3232,1,60,F,european/pakeha,vocational/trade,40,440
3233,1,45,M,european/pakeha,vocational/trade,50,1180
3234,1,35,F,european/pakeha,vocational/trade,35,1140
3235,1,50,M,european/pakeha,post-school,45,1010
3236,1,35,M,european/pakeha,school,50,740
3237,1,25,M,european/pakeha,school,8,460
3238,1,45,F,european/pakeha,post-school,16,180
3239,1,45,F,other,school,47,460
3240,1,25,F,pacific,no qual,50,490
3241,1,25,F,maori combination,bachelor or higher,29,570
3242,1,30,M,european/pakeha,school,42,610
3243,1,25,F,european/pakeha,bachelor or higher,42,670
3244,1,60,M,other,vocational/trade,29,560
3245,1,30,F,european/pakeha,no qual,39,590
3246,1,55,F,european/pakeha,school,40,570
3247,1,45,F,european/pakeha,no qual,40,550
3248,1,40,F,european/pakeha,vocational/trade,15,370
3249,1,40,F,european/pakeha,vocational/trade,30,360
3250,1,30,F,european/pakeha,vocational/trade,28,230
3251,1,25,M,european/pakeha,school,70,540
3252,1,25,F,pacific,no qual,40,380
3253,1,30,M,european/pakeha,bachelor or higher,40,1430
3254,1,30,F,non-maori combination,no qual,17,310
3255,1,30,M,maori combination,vocational/trade,40,700
3256,1,55,M,non-maori combination,bachelor or higher,47,320
3257,1,40,M,european/pakeha,no qual,40,510
3258,1,30,F,european/pakeha,school,19,550
3259,1,45,F,european/pakeha,post-school,60,610
3260,1,55,M,european/pakeha,bachelor or higher,40,640
3261,1,50,M,other,school,28,220
3262,1,30,M,maori,vocational/trade,55,630
3263,1,45,F,european/pakeha,post-school,40,470
3264,1,55,F,european/pakeha,no qual,131,470
3265,1,30,F,european/pakeha,school,18,150
3266,1,50,F,european/pakeha,no qual,40,360
3267,1,50,M,european/pakeha,post-school,50,910
3268,1,45,M,european/pakeha,vocational/trade,41,1680
3269,1,50,M,european/pakeha,vocational/trade,40,640
3270,1,40,M,european/pakeha,no qual,40,810
3271,1,25,F,pacific,school,34,280
3272,1,35,M,european/pakeha,vocational/trade,34,560
3273,1,35,M,european/pakeha,bachelor or higher,50,890
3274,1,25,F,pacific,vocational/trade,42,720
3275,1,60,M,european/pakeha,vocational/trade,45,430
3276,1,30,M,non-maori combination,vocational/trade,41,1250
3277,1,60,M,pacific,no qual,18,340
3278,1,45,M,european/pakeha,school,40,720
3279,1,30,F,european/pakeha,vocational/trade,40,520
3280,1,50,M,european/pakeha,vocational/trade,41,1050
3281,1,40,M,european/pakeha,no qual,50,830
3282,1,35,M,european/pakeha,bachelor or higher,40,1290
3283,1,45,M,european/pakeha,vocational/trade,46,680
3284,1,45,F,european/pakeha,vocational/trade,32,400
3285,1,30,M,european/pakeha,post-school,56,840
3286,1,30,M,european/pakeha,no qual,32,650
3287,1,30,M,european/pakeha,vocational/trade,47,500
3288,1,40,F,european/pakeha,bachelor or higher,145,2610
3289,1,35,M,european/pakeha,vocational/trade,50,960
3290,1,35,F,european/pakeha,no qual,2,70
3291,1,55,M,european/pakeha,vocational/trade,70,1480
3292,1,45,F,european/pakeha,school,37,430
3293,1,55,M,european/pakeha,vocational/trade,40,500
3294,1,30,F,maori,vocational/trade,20,260
3295,1,45,F,european/pakeha,bachelor or higher,24,930
3296,1,35,M,european/pakeha,vocational/trade,50,710
3297,1,55,M,other,school,40,590
3298,1,55,M,maori,no qual,34,430
3299,1,30,M,european/pakeha,no qual,46,680
3300,1,45,F,european/pakeha,vocational/trade,46,400
3301,1,35,F,european/pakeha,vocational/trade,30,440
3302,1,55,F,european/pakeha,no qual,40,520
3303,1,40,M,european/pakeha,vocational/trade,40,730
3304,1,50,M,european/pakeha,school,35,1390
3305,1,30,F,non-maori combination,bachelor or higher,35,510
3306,1,30,F,european/pakeha,vocational/trade,40,390
3307,1,25,F,other,vocational/trade,26,390
3308,1,40,F,pacific,no qual,21,190
3309,1,50,M,european/pakeha,vocational/trade,40,640
3310,1,50,M,european/pakeha,no qual,48,710
3311,1,35,F,european/pakeha,no qual,48,740
3312,1,30,M,maori,no qual,36,1010
3313,1,30,M,european/pakeha,vocational/trade,55,660
3314,1,30,F,european/pakeha,vocational/trade,40,680
3315,1,35,M,european/pakeha,post-school,45,1090
3316,1,30,M,maori,vocational/trade,21,360
3317,1,25,M,european/pakeha,no qual,40,800
3318,1,35,F,european/pakeha,vocational/trade,43,930
3319,1,25,M,european/pakeha,vocational/trade,21,270
3320,1,50,M,european/pakeha,bachelor or higher,59,1610
3321,1,45,M,european/pakeha,no qual,40,380
3322,1,40,F,maori,school,41,610
3323,1,50,M,maori combination,no qual,29,320
3324,1,25,F,european/pakeha,school,43,840
3325,1,45,M,maori,no qual,40,680
3326,1,25,M,european/pakeha,no qual,33,470
3327,1,45,F,maori combination,no qual,8,350
3328,1,60,M,other,vocational/trade,100,3620
3329,1,35,F,european/pakeha,school,40,1110
3330,1,25,F,european/pakeha,bachelor or higher,42,1000
3331,1,50,M,european/pakeha,vocational/trade,40,1040
3332,1,30,F,european/pakeha,post-school,32,490
3333,1,55,F,european/pakeha,vocational/trade,40,370
3334,1,55,M,european/pakeha,vocational/trade,41,750
3335,1,55,M,european/pakeha,no qual,50,780
3336,1,50,M,european/pakeha,post-school,40,820
3337,1,40,F,european/pakeha,school,38,600
3338,1,55,M,maori,vocational/trade,42,570
3339,1,60,F,european/pakeha,vocational/trade,26,380
3340,1,45,M,european/pakeha,bachelor or higher,55,1250
3341,1,25,M,other,bachelor or higher,19,330
3342,1,60,M,maori,vocational/trade,40,480
3343,1,50,M,european/pakeha,vocational/trade,40,700
3344,1,25,M,european/pakeha,vocational/trade,49,750
3345,1,45,M,other,post-school,52,1080
3346,1,55,F,european/pakeha,no qual,35,380
3347,1,55,F,other,vocational/trade,80,690
3348,1,50,M,european/pakeha,vocational/trade,46,790
3349,1,50,M,other,vocational/trade,42,1220
3350,1,55,F,european/pakeha,no qual,20,220
3351,1,40,F,european/pakeha,school,34,520
3352,1,40,F,european/pakeha,post-school,28,470
3353,1,40,F,european/pakeha,bachelor or higher,27,1030
3354,1,25,F,european/pakeha,no qual,7,110
3355,1,30,M,european/pakeha,bachelor or higher,44,1610
3356,1,50,M,european/pakeha,bachelor or higher,36,1330
3357,1,45,F,european/pakeha,no qual,51,530
3358,1,55,M,european/pakeha,bachelor or higher,12,1440
3359,1,25,F,european/pakeha,post-school,40,510
3360,1,25,M,european/pakeha,vocational/trade,40,660
3361,1,45,F,european/pakeha,no qual,29,400
3362,1,35,M,european/pakeha,vocational/trade,46,850
3363,1,55,F,maori,no qual,17,200
3364,1,50,F,european/pakeha,vocational/trade,40,3260
3365,1,25,M,maori,vocational/trade,40,650
3366,1,35,M,pacific,school,37,590
3367,1,40,F,european/pakeha,bachelor or higher,38,2210
3368,1,55,M,european/pakeha,no qual,62,990
3369,1,55,F,european/pakeha,bachelor or higher,21,390
3370,1,55,F,european/pakeha,vocational/trade,40,760
3371,1,50,F,european/pakeha,bachelor or higher,17,310
3372,1,40,M,european/pakeha,no qual,69,520
3373,1,45,M,maori,vocational/trade,60,840
3374,1,40,M,european/pakeha,no qual,25,380
3375,1,60,F,european/pakeha,bachelor or higher,36,1790
3376,1,25,F,pacific,no qual,37,410
3377,1,60,M,european/pakeha,bachelor or higher,23,2940
3378,1,30,M,other,bachelor or higher,40,460
3379,1,50,F,european/pakeha,bachelor or higher,30,1080
3380,1,35,M,european/pakeha,no qual,40,570
3381,1,25,F,european/pakeha,bachelor or higher,29,470
3382,1,35,M,maori combination,no qual,50,590
3383,1,50,M,european/pakeha,vocational/trade,40,820
3384,1,30,M,european/pakeha,school,72,990
3385,1,55,M,european/pakeha,bachelor or higher,98,3150
3386,1,45,F,european/pakeha,vocational/trade,34,380
3387,1,25,F,european/pakeha,post-school,34,360
3388,1,60,M,european/pakeha,vocational/trade,41,1790
3389,1,35,F,european/pakeha,school,41,440
3390,1,25,M,european/pakeha,vocational/trade,40,740
3391,1,60,M,european/pakeha,vocational/trade,39,610
3392,1,25,M,european/pakeha,school,19,220
3393,1,55,M,european/pakeha,vocational/trade,30,320
3394,1,35,F,european/pakeha,vocational/trade,30,460
3395,1,40,M,european/pakeha,vocational/trade,31,400
3396,1,35,M,european/pakeha,vocational/trade,40,510
3397,1,45,F,european/pakeha,no qual,40,450
3398,1,40,M,european/pakeha,school,32,1320
3399,1,55,M,european/pakeha,vocational/trade,74,1130
3400,1,30,F,maori combination,vocational/trade,55,370
3401,1,45,M,european/pakeha,post-school,62,530
3402,1,45,M,european/pakeha,school,44,2260
3403,1,45,F,european/pakeha,vocational/trade,40,430
3404,1,35,M,european/pakeha,post-school,40,980
3405,1,55,F,european/pakeha,vocational/trade,29,300
3406,1,60,F,european/pakeha,post-school,31,400
3407,1,50,F,european/pakeha,no qual,30,260
3408,1,40,M,european/pakeha,vocational/trade,45,690
3409,1,40,M,european/pakeha,vocational/trade,23,1960
3410,1,25,F,european/pakeha,bachelor or higher,43,1210
3411,1,35,F,european/pakeha,vocational/trade,40,840
3412,1,30,M,european/pakeha,vocational/trade,45,540
3413,1,40,M,european/pakeha,vocational/trade,40,1710
3414,1,30,M,other,vocational/trade,40,380
3415,1,60,F,european/pakeha,vocational/trade,16,180
3416,1,35,M,european/pakeha,vocational/trade,33,670
3417,1,25,F,maori,school,31,240
3418,1,35,F,european/pakeha,post-school,25,650
3419,1,40,M,european/pakeha,school,40,770
3420,1,40,M,european/pakeha,vocational/trade,15,290
3421,1,40,F,maori,vocational/trade,30,540
3422,1,45,M,european/pakeha,school,34,800
3423,1,60,M,european/pakeha,no qual,45,1310
3424,1,40,F,european/pakeha,no qual,36,520
3425,1,45,M,european/pakeha,vocational/trade,50,1080
3426,1,55,F,european/pakeha,bachelor or higher,29,860
3427,1,55,M,european/pakeha,vocational/trade,5,110
3428,1,40,M,european/pakeha,vocational/trade,50,1270
3429,1,45,M,other,vocational/trade,29,570
3430,1,25,F,european/pakeha,post-school,22,240
3431,1,60,F,european/pakeha,vocational/trade,6,380
3432,1,30,F,other,school,14,280
3433,1,45,F,european/pakeha,school,22,430
3434,1,45,F,european/pakeha,vocational/trade,20,240
3435,1,30,F,european/pakeha,vocational/trade,40,620
3436,1,50,F,european/pakeha,vocational/trade,40,490
3437,1,50,F,european/pakeha,no qual,40,690
3438,1,30,F,pacific,bachelor or higher,32,360
3439,1,40,M,european/pakeha,no qual,40,590
3440,1,30,F,maori,post-school,28,350
3441,1,40,F,european/pakeha,school,40,460
3442,1,55,M,european/pakeha,post-school,37,1150
3443,1,45,F,european/pakeha,no qual,40,570
3444,1,35,M,european/pakeha,school,40,400
3445,1,30,M,other,bachelor or higher,40,490
3446,1,55,M,european/pakeha,vocational/trade,55,950
3447,1,25,M,european/pakeha,post-school,73,720
3448,1,50,M,european/pakeha,no qual,57,760
3449,1,30,F,maori,school,23,240
3450,1,50,M,maori,no qual,48,570
3451,1,35,F,european/pakeha,post-school,40,820
3452,1,35,F,european/pakeha,no qual,30,360
3453,1,25,M,european/pakeha,school,10,290
3454,1,25,M,european/pakeha,vocational/trade,43,560
3455,1,45,M,european/pakeha,school,39,870
3456,1,55,F,european/pakeha,school,30,370
3457,1,40,M,maori,vocational/trade,45,940
3458,1,45,M,european/pakeha,vocational/trade,70,1140
3459,1,40,F,european/pakeha,no qual,55,450
3460,1,25,F,european/pakeha,post-school,41,820
3461,1,45,M,european/pakeha,school,40,650
3462,1,45,F,european/pakeha,no qual,51,450
3463,1,50,F,european/pakeha,no qual,40,630
3464,1,25,M,pacific,school,50,830
3465,1,40,F,pacific,no qual,48,440
3466,1,40,F,european/pakeha,school,34,440
3467,1,25,M,european/pakeha,vocational/trade,30,880
3468,1,40,F,european/pakeha,bachelor or higher,63,860
3469,1,40,M,european/pakeha,vocational/trade,50,1500
3470,1,50,F,european/pakeha,no qual,40,380
3471,1,30,M,european/pakeha,vocational/trade,16,200
3472,1,40,F,european/pakeha,vocational/trade,6,50
3473,1,40,F,european/pakeha,school,40,680
3474,1,40,M,european/pakeha,post-school,47,830
3475,1,30,M,european/pakeha,vocational/trade,40,720
3476,1,30,F,european/pakeha,bachelor or higher,37,710
3477,1,30,F,european/pakeha,bachelor or higher,41,1080
3478,1,25,F,european/pakeha,no qual,2,310
3479,1,40,F,other,vocational/trade,60,520
3480,1,50,F,european/pakeha,school,47,450
3481,1,55,M,european/pakeha,no qual,24,320
3482,1,35,F,european/pakeha,vocational/trade,14,170
3483,1,45,F,european/pakeha,school,40,900
3484,1,40,M,european/pakeha,post-school,60,2040
3485,1,45,F,european/pakeha,vocational/trade,35,950
3486,1,45,M,european/pakeha,school,40,590
3487,1,30,F,maori combination,vocational/trade,41,430
3488,1,35,M,european/pakeha,no qual,60,660
3489,1,35,M,maori,school,29,430
3490,1,35,F,european/pakeha,vocational/trade,35,450
3491,1,25,F,european/pakeha,school,37,440
3492,1,25,M,pacific,vocational/trade,49,690
3493,1,60,F,european/pakeha,vocational/trade,24,350
3494,1,60,M,maori combination,no qual,37,1490
3495,1,25,M,pacific,vocational/trade,33,800
3496,1,55,M,maori,post-school,39,970
3497,1,40,M,european/pakeha,bachelor or higher,35,910
3498,1,35,F,other,bachelor or higher,40,790
3499,1,30,M,european/pakeha,vocational/trade,45,1040
3500,1,25,F,european/pakeha,vocational/trade,40,720
3501,1,40,M,pacific,school,23,610
3502,1,35,F,european/pakeha,vocational/trade,40,890
3503,1,40,M,european/pakeha,post-school,10,270
3504,1,45,F,european/pakeha,no qual,40,540
3505,1,30,F,maori,vocational/trade,21,410
3506,1,60,F,european/pakeha,no qual,42,750
3507,1,50,F,european/pakeha,school,71,740
3508,1,40,F,european/pakeha,vocational/trade,38,790
3509,1,45,M,european/pakeha,vocational/trade,55,1250
3510,1,25,F,european/pakeha,school,34,410
3511,1,45,M,european/pakeha,school,50,1300
3512,1,50,M,european/pakeha,bachelor or higher,44,950
3513,1,35,F,european/pakeha,school,38,960
3514,1,35,F,european/pakeha,vocational/trade,12,420
3515,1,35,M,european/pakeha,vocational/trade,40,890
3516,1,45,M,european/pakeha,vocational/trade,40,1390
3517,1,55,M,european/pakeha,vocational/trade,40,970
3518,1,30,F,european/pakeha,school,30,530
3519,1,45,M,european/pakeha,post-school,12,290
3520,1,40,F,european/pakeha,vocational/trade,23,550
3521,1,30,F,european/pakeha,no qual,60,890
3522,1,50,M,european/pakeha,post-school,63,1170
3523,1,35,M,pacific,vocational/trade,34,600
3524,1,50,M,european/pakeha,post-school,17,430
3525,1,30,M,european/pakeha,no qual,40,570
3526,1,45,F,european/pakeha,bachelor or higher,5,170
3527,1,45,F,european/pakeha,vocational/trade,30,1020
3528,1,45,M,other,post-school,83,1870
3529,1,45,F,european/pakeha,bachelor or higher,45,1570
3530,1,30,M,european/pakeha,no qual,35,480
3531,1,35,F,european/pakeha,bachelor or higher,43,970
3532,1,60,F,european/pakeha,vocational/trade,29,750
3533,1,35,F,european/pakeha,post-school,38,550
3534,1,25,F,european/pakeha,school,89,860
3535,1,60,M,european/pakeha,post-school,43,910
3536,1,40,M,european/pakeha,bachelor or higher,67,1620
3537,1,25,M,maori,bachelor or higher,40,710
3538,1,45,F,european/pakeha,no qual,42,500
3539,1,35,F,european/pakeha,bachelor or higher,15,240
3540,1,35,M,european/pakeha,school,45,740
3541,1,50,M,other,bachelor or higher,41,1120
3542,1,30,F,european/pakeha,vocational/trade,60,2450
3543,1,45,F,european/pakeha,vocational/trade,9,130
3544,1,25,M,european/pakeha,bachelor or higher,48,550
3545,1,25,F,european/pakeha,school,11,390
3546,1,35,M,european/pakeha,no qual,40,430
3547,1,35,F,maori combination,vocational/trade,29,480
3548,1,60,F,european/pakeha,vocational/trade,23,400
3549,1,35,F,european/pakeha,no qual,9,500
3550,1,30,F,european/pakeha,bachelor or higher,40,1060
3551,1,45,F,european/pakeha,no qual,29,400
3552,1,30,M,european/pakeha,vocational/trade,42,1860
3553,1,60,F,european/pakeha,post-school,21,240
3554,1,45,M,european/pakeha,no qual,40,380
3555,1,50,M,european/pakeha,vocational/trade,40,750
3556,1,40,F,european/pakeha,school,30,530
3557,1,40,M,european/pakeha,school,45,740
3558,1,40,F,pacific,school,35,530
3559,1,60,F,maori,no qual,40,220
3560,1,45,M,european/pakeha,vocational/trade,40,710
3561,1,40,F,european/pakeha,school,10,250
3562,1,50,M,european/pakeha,vocational/trade,40,650
3563,1,35,M,european/pakeha,bachelor or higher,40,1330
3564,1,35,M,european/pakeha,no qual,40,460
3565,1,30,F,european/pakeha,no qual,19,170
3566,1,55,F,other,bachelor or higher,12,520
3567,1,45,M,european/pakeha,vocational/trade,60,950
3568,1,35,F,european/pakeha,vocational/trade,40,520
3569,1,40,M,european/pakeha,bachelor or higher,40,950
3570,1,55,M,european/pakeha,bachelor or higher,42,1220
3571,1,45,F,european/pakeha,school,40,550
3572,1,35,M,european/pakeha,school,40,420
3573,1,35,F,pacific,vocational/trade,13,480
3574,1,35,F,european/pakeha,school,38,530
3575,1,40,M,european/pakeha,bachelor or higher,37,1230
3576,1,50,M,european/pakeha,vocational/trade,32,770
3577,1,55,F,european/pakeha,no qual,40,480
3578,1,55,F,maori,no qual,17,370
3579,1,25,F,european/pakeha,vocational/trade,39,590
3580,1,35,M,european/pakeha,vocational/trade,40,610
3581,1,30,M,european/pakeha,no qual,46,680
3582,1,40,M,european/pakeha,bachelor or higher,50,1240
3583,1,45,F,maori,school,60,430
3584,1,45,F,european/pakeha,no qual,40,340
3585,1,35,F,european/pakeha,bachelor or higher,38,1220
3586,1,50,F,maori,school,41,660
3587,1,30,F,european/pakeha,no qual,39,610
3588,1,25,M,european/pakeha,vocational/trade,45,820
3589,1,60,M,european/pakeha,no qual,57,1210
3590,1,45,F,european/pakeha,bachelor or higher,39,1240
3591,1,35,M,european/pakeha,vocational/trade,50,940
3592,1,40,F,european/pakeha,bachelor or higher,56,730
3593,1,35,F,maori combination,no qual,28,560
3594,1,25,F,maori,no qual,20,350
3595,1,25,M,european/pakeha,vocational/trade,37,970
3596,1,25,F,pacific,school,46,360
3597,1,35,F,european/pakeha,vocational/trade,8,520
3598,1,55,M,european/pakeha,vocational/trade,40,870
3599,1,25,F,maori,vocational/trade,49,900
3600,1,50,F,european/pakeha,post-school,42,360
3601,1,30,F,european/pakeha,bachelor or higher,40,1110
3602,1,40,F,maori combination,vocational/trade,35,450
3603,1,30,F,european/pakeha,vocational/trade,40,520
3604,1,50,F,european/pakeha,bachelor or higher,24,1020
3605,1,25,F,european/pakeha,school,43,970
3606,1,40,M,maori,vocational/trade,42,490
3607,1,50,M,european/pakeha,vocational/trade,48,1950
3608,1,30,M,maori combination,no qual,34,380
3609,1,55,F,european/pakeha,vocational/trade,70,1680
3610,1,40,F,european/pakeha,no qual,22,250
3611,1,50,M,european/pakeha,vocational/trade,43,780
3612,1,25,F,maori,no qual,20,180
3613,1,50,M,other,bachelor or higher,46,1300
3614,1,35,M,maori,school,36,300
3615,1,50,M,european/pakeha,no qual,50,880
3616,1,45,F,european/pakeha,school,40,420
3617,1,50,M,european/pakeha,bachelor or higher,40,860
3618,1,40,F,european/pakeha,vocational/trade,34,290
3619,1,60,F,pacific,vocational/trade,47,950
3620,1,35,F,european/pakeha,vocational/trade,48,500
3621,1,50,M,pacific,vocational/trade,41,680
3622,1,25,M,european/pakeha,school,40,740
3623,1,25,F,european/pakeha,vocational/trade,39,480
3624,1,40,F,european/pakeha,no qual,14,150
3625,1,35,M,european/pakeha,no qual,41,880
3626,1,35,F,european/pakeha,vocational/trade,40,670
3627,1,25,M,pacific,school,61,590
3628,1,35,F,european/pakeha,vocational/trade,24,570
3629,1,35,F,european/pakeha,no qual,45,610
3630,1,30,M,maori,vocational/trade,51,880
3631,1,35,M,other,bachelor or higher,65,1110
3632,1,40,M,european/pakeha,vocational/trade,40,500
3633,1,35,F,european/pakeha,no qual,40,450
3634,1,50,M,european/pakeha,vocational/trade,25,750
3635,1,30,F,other,no qual,21,230
3636,1,25,F,european/pakeha,vocational/trade,39,590
3637,1,35,F,pacific,school,55,1210
3638,1,30,F,european/pakeha,school,40,610
3639,1,30,M,european/pakeha,bachelor or higher,40,1450
3640,1,50,F,european/pakeha,school,19,160
3641,1,45,F,european/pakeha,no qual,18,220
3642,1,40,M,european/pakeha,bachelor or higher,52,390
3643,1,35,F,european/pakeha,vocational/trade,40,550
3644,1,60,M,european/pakeha,vocational/trade,40,780
3645,1,35,M,european/pakeha,vocational/trade,30,580
3646,1,25,F,european/pakeha,bachelor or higher,10,260
3647,1,25,M,maori,vocational/trade,40,530
3648,1,45,M,european/pakeha,post-school,62,890
3649,1,60,M,european/pakeha,bachelor or higher,60,1150
3650,1,55,F,european/pakeha,vocational/trade,53,840
3651,1,30,F,european/pakeha,no qual,51,790
3652,1,35,F,european/pakeha,vocational/trade,40,810
3653,1,35,M,european/pakeha,bachelor or higher,40,2960
3654,1,35,F,european/pakeha,vocational/trade,20,240
3655,1,45,F,european/pakeha,bachelor or higher,45,730
3656,1,55,M,european/pakeha,school,40,350
3657,1,55,M,european/pakeha,bachelor or higher,36,2590
3658,1,55,M,european/pakeha,vocational/trade,38,650
3659,1,60,M,european/pakeha,post-school,43,850
3660,1,45,M,european/pakeha,vocational/trade,60,610
3661,1,35,M,european/pakeha,post-school,38,1710
3662,1,50,F,maori,no qual,40,440
3663,1,50,M,european/pakeha,no qual,3,110
3664,1,45,F,european/pakeha,no qual,20,280
3665,1,35,M,other,bachelor or higher,56,1590
3666,1,45,F,maori,vocational/trade,40,510
3667,1,45,F,european/pakeha,no qual,46,550
3668,1,25,F,european/pakeha,bachelor or higher,38,490
3669,1,35,F,european/pakeha,bachelor or higher,40,600
3670,1,40,F,european/pakeha,bachelor or higher,16,460
3671,1,30,M,european/pakeha,vocational/trade,40,1580
3672,1,30,F,european/pakeha,no qual,40,380
3673,1,30,M,other,school,35,490
3674,1,40,M,european/pakeha,school,39,930
3675,1,50,M,european/pakeha,post-school,38,1130
3676,1,40,M,european/pakeha,vocational/trade,48,1460
3677,1,55,F,european/pakeha,school,38,570
3678,1,55,M,european/pakeha,no qual,49,630
3679,1,30,M,european/pakeha,school,74,950
3680,1,40,F,maori,vocational/trade,44,630
3681,1,45,F,european/pakeha,school,35,670
3682,1,40,F,pacific,no qual,27,260
3683,1,35,F,european/pakeha,school,38,720
3684,1,35,F,european/pakeha,bachelor or higher,7,1630
3685,1,50,F,maori,vocational/trade,20,750
3686,1,35,F,european/pakeha,no qual,30,550
3687,1,35,F,european/pakeha,vocational/trade,34,290
3688,1,30,M,european/pakeha,bachelor or higher,50,860
3689,1,40,F,european/pakeha,bachelor or higher,63,1130
3690,1,40,F,european/pakeha,no qual,8,190
3691,1,50,M,european/pakeha,school,40,1210
3692,1,30,F,european/pakeha,no qual,60,890
3693,1,30,F,european/pakeha,school,14,170
3694,1,55,M,maori,vocational/trade,21,200
3695,1,35,M,european/pakeha,vocational/trade,50,780
3696,1,45,F,european/pakeha,no qual,40,570
3697,1,25,F,maori,post-school,22,420
3698,1,30,F,european/pakeha,bachelor or higher,20,290
3699,1,35,M,european/pakeha,bachelor or higher,50,3340
3700,1,40,F,european/pakeha,no qual,40,480
3701,1,30,F,european/pakeha,no qual,40,550
3702,1,50,M,european/pakeha,post-school,54,1040
3703,1,35,M,maori,vocational/trade,42,790
3704,1,50,F,european/pakeha,vocational/trade,40,630
3705,1,40,F,european/pakeha,vocational/trade,30,590
3706,1,35,F,european/pakeha,bachelor or higher,7,1630
3707,1,60,M,maori,vocational/trade,40,490
3708,1,45,F,european/pakeha,no qual,51,950
3709,1,25,F,maori,no qual,48,710
3710,1,25,M,european/pakeha,bachelor or higher,32,460
3711,1,50,F,european/pakeha,vocational/trade,45,710
3712,1,50,M,european/pakeha,bachelor or higher,65,2350
3713,1,25,F,maori combination,school,23,340
3714,1,50,F,european/pakeha,vocational/trade,4,570
3715,1,40,F,european/pakeha,vocational/trade,30,460
3716,1,40,F,european/pakeha,bachelor or higher,4,20
3717,1,25,M,european/pakeha,school,38,420
3718,1,30,M,other,bachelor or higher,20,370
3719,1,35,F,european/pakeha,bachelor or higher,38,1370
3720,1,50,F,european/pakeha,post-school,38,790
3721,1,30,M,european/pakeha,no qual,40,580
3722,1,35,F,european/pakeha,school,61,640
3723,1,40,F,european/pakeha,post-school,34,210
3724,1,30,M,pacific,vocational/trade,46,700
3725,1,55,F,european/pakeha,school,25,610
3726,1,25,M,european/pakeha,bachelor or higher,57,570
3727,1,55,F,maori,post-school,22,790
3728,1,30,F,maori,vocational/trade,20,280
3729,1,55,F,european/pakeha,school,26,220
3730,1,55,F,european/pakeha,no qual,55,960
3731,1,40,F,maori,vocational/trade,16,280
3732,1,50,F,european/pakeha,school,16,840
3733,1,35,F,european/pakeha,bachelor or higher,31,1290
3734,1,25,M,pacific,school,29,580
3735,1,55,M,european/pakeha,vocational/trade,40,450
3736,1,25,M,european/pakeha,bachelor or higher,40,850
3737,1,40,F,european/pakeha,no qual,18,570
3738,1,30,M,european/pakeha,vocational/trade,40,600
3739,1,25,M,maori,post-school,31,390
3740,1,40,F,european/pakeha,school,25,290
