"LOCATION","Country","SEX","Sex","AGE","Age","VAR","Variant","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2038","2038","PER","Persons","3","thousands",,,509.534,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2039","2039","PER","Persons","3","thousands",,,508.5555,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2040","2040","PER","Persons","3","thousands",,,507.978,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2041","2041","PER","Persons","3","thousands",,,507.825,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2042","2042","PER","Persons","3","thousands",,,508.3155,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2043","2043","PER","Persons","3","thousands",,,509.276,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2044","2044","PER","Persons","3","thousands",,,510.5455,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2045","2045","PER","Persons","3","thousands",,,512.003,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2046","2046","PER","Persons","3","thousands",,,513.4975,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2047","2047","PER","Persons","3","thousands",,,514.8575,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2048","2048","PER","Persons","3","thousands",,,515.9835,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2049","2049","PER","Persons","3","thousands",,,516.844,,
"NLD","Netherlands","MA","Males","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2050","2050","PER","Persons","3","thousands",,,517.415,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1950","1950","PER","Persons","3","thousands",,,401.215,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1951","1951","PER","Persons","3","thousands",,,397.752,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1952","1952","PER","Persons","3","thousands",,,393.253,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1953","1953","PER","Persons","3","thousands",,,388.55,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1954","1954","PER","Persons","3","thousands",,,384.759,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1955","1955","PER","Persons","3","thousands",,,384.164,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1956","1956","PER","Persons","3","thousands",,,385.081,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1957","1957","PER","Persons","3","thousands",,,385.998,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1958","1958","PER","Persons","3","thousands",,,385.936,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1959","1959","PER","Persons","3","thousands",,,384.186,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1960","1960","PER","Persons","3","thousands",,,380.8665,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1961","1961","PER","Persons","3","thousands",,,377.9575,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1962","1962","PER","Persons","3","thousands",,,376.8515,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1963","1963","PER","Persons","3","thousands",,,378.6175,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1964","1964","PER","Persons","3","thousands",,,384.0085,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1965","1965","PER","Persons","3","thousands",,,390.9345,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1966","1966","PER","Persons","3","thousands",,,397.3815,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1967","1967","PER","Persons","3","thousands",,,403.684,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1968","1968","PER","Persons","3","thousands",,,413.534,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1969","1969","PER","Persons","3","thousands",,,427.3315,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1970","1970","PER","Persons","3","thousands",,,439.564,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1971","1971","PER","Persons","3","thousands",,,467.729,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1972","1972","PER","Persons","3","thousands",,,511.3505,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1973","1973","PER","Persons","3","thousands",,,543.3,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1974","1974","PER","Persons","3","thousands",,,563.199,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1975","1975","PER","Persons","3","thousands",,,580.6205,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1976","1976","PER","Persons","3","thousands",,,581.295,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1977","1977","PER","Persons","3","thousands",,,566.944,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1978","1978","PER","Persons","3","thousands",,,559.6465,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1979","1979","PER","Persons","3","thousands",,,558.6805,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1980","1980","PER","Persons","3","thousands",,,562.47,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1981","1981","PER","Persons","3","thousands",,,568.239,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1982","1982","PER","Persons","3","thousands",,,573.2385,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1983","1983","PER","Persons","3","thousands",,,578.6655,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1984","1984","PER","Persons","3","thousands",,,586.3665,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1985","1985","PER","Persons","3","thousands",,,594.3735,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1986","1986","PER","Persons","3","thousands",,,602.7635,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1987","1987","PER","Persons","3","thousands",,,612.017,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1988","1988","PER","Persons","3","thousands",,,620.8425,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1989","1989","PER","Persons","3","thousands",,,628.151,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1990","1990","PER","Persons","3","thousands",,,633.9295,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1991","1991","PER","Persons","3","thousands",,,636.824,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1992","1992","PER","Persons","3","thousands",,,636.553,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1993","1993","PER","Persons","3","thousands",,,635.644,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1994","1994","PER","Persons","3","thousands",,,634.985,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1995","1995","PER","Persons","3","thousands",,,634.5695,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1996","1996","PER","Persons","3","thousands",,,633.016,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1997","1997","PER","Persons","3","thousands",,,628.335,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1998","1998","PER","Persons","3","thousands",,,616.4975,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","1999","1999","PER","Persons","3","thousands",,,594.804,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2000","2000","PER","Persons","3","thousands",,,568.0075,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2001","2001","PER","Persons","3","thousands",,,543.163,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2002","2002","PER","Persons","3","thousands",,,522.029,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2003","2003","PER","Persons","3","thousands",,,507.083,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2004","2004","PER","Persons","3","thousands",,,498.42,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2005","2005","PER","Persons","3","thousands",,,494.778,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2006","2006","PER","Persons","3","thousands",,,494.481,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2007","2007","PER","Persons","3","thousands",,,494.158,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2008","2008","PER","Persons","3","thousands",,,493.791,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2009","2009","PER","Persons","3","thousands",,,494.97,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2010","2010","PER","Persons","3","thousands",,,496.882,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2011","2011","PER","Persons","3","thousands",,,499.6745,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2012","2012","PER","Persons","3","thousands",,,504.846,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2013","2013","PER","Persons","3","thousands",,,511.011,"B","Break"
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2014","2014","PER","Persons","3","thousands",,,520.288,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2015","2015","PER","Persons","3","thousands",,,527.434,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2016","2016","PER","Persons","3","thousands",,,533.622,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2017","2017","PER","Persons","3","thousands",,,537.2175,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2018","2018","PER","Persons","3","thousands",,,538.876,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2019","2019","PER","Persons","3","thousands",,,538.799,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2020","2020","PER","Persons","3","thousands",,,534.7225,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2021","2021","PER","Persons","3","thousands",,,527.1295,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2022","2022","PER","Persons","3","thousands",,,520.949,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2023","2023","PER","Persons","3","thousands",,,518.308,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2024","2024","PER","Persons","3","thousands",,,517.858,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2025","2025","PER","Persons","3","thousands",,,520.791,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2026","2026","PER","Persons","3","thousands",,,526.2015,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2027","2027","PER","Persons","3","thousands",,,529.9385,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2028","2028","PER","Persons","3","thousands",,,531.1845,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2029","2029","PER","Persons","3","thousands",,,529.5215,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2030","2030","PER","Persons","3","thousands",,,523.293,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2031","2031","PER","Persons","3","thousands",,,514.582,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2032","2032","PER","Persons","3","thousands",,,506.2715,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2033","2033","PER","Persons","3","thousands",,,498.5855,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2034","2034","PER","Persons","3","thousands",,,493.0575,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2035","2035","PER","Persons","3","thousands",,,489.928,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2036","2036","PER","Persons","3","thousands",,,488.0045,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2037","2037","PER","Persons","3","thousands",,,486.796,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2038","2038","PER","Persons","3","thousands",,,485.4245,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2039","2039","PER","Persons","3","thousands",,,483.4645,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2040","2040","PER","Persons","3","thousands",,,482.151,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2041","2041","PER","Persons","3","thousands",,,481.8,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2042","2042","PER","Persons","3","thousands",,,482.0215,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2043","2043","PER","Persons","3","thousands",,,482.6855,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2044","2044","PER","Persons","3","thousands",,,483.65,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2045","2045","PER","Persons","3","thousands",,,484.8065,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2046","2046","PER","Persons","3","thousands",,,486.0375,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2047","2047","PER","Persons","3","thousands",,,487.176,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2048","2048","PER","Persons","3","thousands",,,488.122,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2049","2049","PER","Persons","3","thousands",,,488.8415,,
"NLD","Netherlands","FE","Females","D199L525","Population (hist&proj)  25-29","VAR1","Baseline","2050","2050","PER","Persons","3","thousands",,,489.3075,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1950","1950","PER","Persons","3","thousands",,,341.059,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1951","1951","PER","Persons","3","thousands",,,352.037,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1952","1952","PER","Persons","3","thousands",,,359.294,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1953","1953","PER","Persons","3","thousands",,,368.272,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1954","1954","PER","Persons","3","thousands",,,378.27,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1955","1955","PER","Persons","3","thousands",,,380.475,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1956","1956","PER","Persons","3","thousands",,,377.251,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1957","1957","PER","Persons","3","thousands",,,375.306,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1958","1958","PER","Persons","3","thousands",,,374.427,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1959","1959","PER","Persons","3","thousands",,,374.235,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1960","1960","PER","Persons","3","thousands",,,376.4605,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1961","1961","PER","Persons","3","thousands",,,380.9105,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1962","1962","PER","Persons","3","thousands",,,386.2085,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1963","1963","PER","Persons","3","thousands",,,389.7605,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1964","1964","PER","Persons","3","thousands",,,392.131,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1965","1965","PER","Persons","3","thousands",,,394.8565,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1966","1966","PER","Persons","3","thousands",,,398.287,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1967","1967","PER","Persons","3","thousands",,,399.1295,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1968","1968","PER","Persons","3","thousands",,,401.081,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1969","1969","PER","Persons","3","thousands",,,409.944,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1970","1970","PER","Persons","3","thousands",,,423.0085,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1971","1971","PER","Persons","3","thousands",,,435.514,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1972","1972","PER","Persons","3","thousands",,,444.516,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1973","1973","PER","Persons","3","thousands",,,455.053,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1974","1974","PER","Persons","3","thousands",,,469.3705,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1975","1975","PER","Persons","3","thousands",,,482.333,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1976","1976","PER","Persons","3","thousands",,,510.912,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1977","1977","PER","Persons","3","thousands",,,554.059,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1978","1978","PER","Persons","3","thousands",,,585.5605,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1979","1979","PER","Persons","3","thousands",,,605.854,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1980","1980","PER","Persons","3","thousands",,,622.9445,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1981","1981","PER","Persons","3","thousands",,,620.8165,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1982","1982","PER","Persons","3","thousands",,,602.595,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1983","1983","PER","Persons","3","thousands",,,591.52,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1984","1984","PER","Persons","3","thousands",,,586.832,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1985","1985","PER","Persons","3","thousands",,,587.2215,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1986","1986","PER","Persons","3","thousands",,,591.256,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1987","1987","PER","Persons","3","thousands",,,597.1235,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1988","1988","PER","Persons","3","thousands",,,603.86,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1989","1989","PER","Persons","3","thousands",,,612.193,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1990","1990","PER","Persons","3","thousands",,,622.837,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1991","1991","PER","Persons","3","thousands",,,635.032,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1992","1992","PER","Persons","3","thousands",,,646.5445,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1993","1993","PER","Persons","3","thousands",,,657.691,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1994","1994","PER","Persons","3","thousands",,,667.75,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1995","1995","PER","Persons","3","thousands",,,674.565,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1996","1996","PER","Persons","3","thousands",,,676.469,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1997","1997","PER","Persons","3","thousands",,,674.998,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1998","1998","PER","Persons","3","thousands",,,672.514,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","1999","1999","PER","Persons","3","thousands",,,671.252,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2000","2000","PER","Persons","3","thousands",,,671.5955,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2001","2001","PER","Persons","3","thousands",,,669.9435,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2002","2002","PER","Persons","3","thousands",,,662.2815,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2003","2003","PER","Persons","3","thousands",,,644.532,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2004","2004","PER","Persons","3","thousands",,,615.729,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2005","2005","PER","Persons","3","thousands",,,581.0135,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2006","2006","PER","Persons","3","thousands",,,548.6585,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2007","2007","PER","Persons","3","thousands",,,523.246,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2008","2008","PER","Persons","3","thousands",,,508.5165,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2009","2009","PER","Persons","3","thousands",,,502.6385,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2010","2010","PER","Persons","3","thousands",,,502.018,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2011","2011","PER","Persons","3","thousands",,,504.2455,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2012","2012","PER","Persons","3","thousands",,,505.2835,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2013","2013","PER","Persons","3","thousands",,,505.0945,"B","Break"
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2014","2014","PER","Persons","3","thousands",,,513.79,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2015","2015","PER","Persons","3","thousands",,,516.155,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2016","2016","PER","Persons","3","thousands",,,519.0615,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2017","2017","PER","Persons","3","thousands",,,525.2145,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2018","2018","PER","Persons","3","thousands",,,532.72,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2019","2019","PER","Persons","3","thousands",,,538.969,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2020","2020","PER","Persons","3","thousands",,,545.718,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2021","2021","PER","Persons","3","thousands",,,552.559,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2022","2022","PER","Persons","3","thousands",,,556.4465,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2023","2023","PER","Persons","3","thousands",,,558.3755,,
"NLD","Netherlands","MA","Males","D199L530","Population (hist&proj)  30-34","VAR1","Baseline","2024","2024","PER","Persons","3","thousands",,,559.327,,
